2008-9-3	G-32-4247854.xml	Ein milljón í námsstyrki	9
2008-9-4	G-32-4247855.xml	Erfiðleikar hjá öllum framundan	9
2008-9-6	G-32-4247856.xml	Múrinn brotinn	9
2008-9-9	G-32-4247857.xml	Öryggi lögreglumanna	9
2008-9-10	G-32-4247858.xml	Finanzas Forex má ekki starfa hér	9
2008-9-11	G-32-4247859.xml	Fimm leirlistakonur í Kraumi	9
2008-9-12	G-32-4247860.xml	Mynd Anitu Briem fær þrjár stjörnur	9
2008-9-13	G-32-4247861.xml	Efnahagssamdráttur í Japan	9
2008-9-13	G-32-4247862.xml	Hressleiki í Hrunarétt	9
2008-9-15	G-32-4247863.xml	Níu mörk Guðjóns gegn meisturunum dugðu ekki	9
2008-9-18	G-32-4247864.xml	Leiðinlega lágstemmt fjölskylduþunglyndisdrama	9
2008-9-19	G-32-4247865.xml	Svartnætti sálardjúpanna	9
2008-9-20	G-32-4247866.xml	Stefnt á úrslitakeppnina	9
2008-9-23	G-32-4247867.xml	Gott að hlaupa berfættur	9
2008-9-27	G-32-4247868.xml	Forsjá beggja best	9
2008-9-27	G-32-4247869.xml	Gerist hjá fólki á besta aldri	9
2008-9-4	G-32-4249626.xml	VG lítur eftir lögreglunni	9
2008-9-4	G-32-4249627.xml	Slasaðist í bílveltu	9
2008-9-12	G-32-4249628.xml	Ljós, frelsi og hamingja	9
2008-9-16	G-32-4249629.xml	Aukin þjónusta við nýja íbúa	9
2008-9-19	G-32-4249630.xml	Sign undirbýr tónleikaferðalag	9
2008-9-24	G-32-4249631.xml	Leit að pólitískum vilja	9
2008-9-25	G-32-4249632.xml	Af Atla Heimi og De Gaulle	9
2008-9-28	G-32-4249633.xml	Hylltur á 70 ára skátaafmælinu	9
2008-9-2	G-32-4251427.xml	Á við bestu veiðiferð	9
2008-9-2	G-32-4251428.xml	Sviptingar í fríblaðaútgáfu	9
2008-9-10	G-32-4251429.xml	Góð umhverfisvitund skapar hreinan bæ	9
2008-9-12	G-32-4251430.xml	Lægri laun	9
2008-9-13	G-32-4251431.xml	Áslaug Jónsdóttir	9
2008-9-13	G-32-4251432.xml	Strangelove á Íslandi	9
2008-9-14	G-32-4251433.xml	Hlutavelta	9
2008-9-16	G-32-4251434.xml	Vaxandi skelfing	9
